# solver: DSA
# max_time: 500
# main_solver: BinaryMaxSum
# random.seed: 1
# run: 874e6f02-5c84-4b75-bd09-b10db9916d43
# experiment.start_time: 23
# experiment.end_time: 300
# kernel.agents.ignoreuntil: 3
# agent.only_assigned: true
# util.class: RSLBench.Helpers.Utility.ThirdUtilityFunction
# util.fire_brigade_area: 200
# util.trade_off: 10
# util.hysteresis: 1
# map.name: paris
# map.scenario: example-police.xml
# agent.search.class: RSLBench.Search.BreadthFirstSearch
# problem.prune: no
# problem.max_neighbors: 4
# agent.interteam: true
# util.blockade.fire_penalty: 100
# util.blockade.police_penalty: 50
# util.police.eta: 0.001
# dcop.iterations: 100
# dcop.anytime: yes
# dcop.greedy_correction: no
# dsa.probability: 0.1
# dsa.initial_target: last
time	nOnceBurned	nBurning	iterations	NCCCs	MessageNum	MessageBytes	OtherNum	OtherBytes	final	best	final_greedy	best_greedy	utilities	score	utility	violations	solvable	cpu_time
24	12	12	16	8816	11232	89856	0	0	-9.912819029541023	-9.912819029541023	-9.912819029541023	-9.912819029541023	-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-67.45855319256098,-67.45855319256098,-17.45855387914608,-16.42142946230293,-13.05552620365836,-10.789443812952559,-10.789443812952559,-9.912819029541023,-9.912819029541023	0.9977623354120823	-9.912819029541023	0	true	112
25	14	14	21	11718	14742	117936	0	0	36.65112285219385	36.65112285219385	36.65112285219385	36.65112285219385	-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,-Infinity,36.64899529578548,36.65112285219385,36.65112285219385	0.9968314678208231	36.65112285219385	1	true	40
26	14	14	24	13152	16848	134784	0	0	41.85518981950839	41.85518981950839	41.85518981950839	41.85518981950839	-24.17498750688709,-17.75574595014814,-17.75574595014814,-16.431735562105864,-15.469421687030106,-15.468248811161587,-10.095995439092041,-9.142822605560973,-9.142822605560973,40.85724301542593,40.85724301542593,40.85724301542593,40.85724746437996,40.85724746437996,40.85724746437996,40.85724746437996,40.85724746437996,40.85724746437996,40.85768688488154,40.85768688488154,40.85768688488154,40.85768688488154,41.85518981950839,41.85518981950839	0.9962825977292168	41.85518981950839	0	true	29
27	14	14	12	6480	8424	67392	0	0	42.390067580895796	42.390067580895796	42.390067580895796	42.390067580895796	31.78969106339182,35.0523054125331,35.0523054125331,35.139231848737474,35.13923391219071,38.5937126129224,38.59383248230728,41.28550430218345,41.28552507089361,41.285545177423806,42.390067580895796,42.390067580895796	0.9962825977292168	42.390067580895796	0	true	18
28	14	14	24	12960	16848	134784	0	0	43.940778591020454	43.940778591020454	43.940778591020454	43.940778591020454	-15.8435421845926,-13.901546871320463,-10.300138704755403,-7.08219314089469,-7.081962869315989,-7.081361561769997,-6.117052000019899,-6.117052000019899,-6.117052000019899,-6.059277264617211,-6.059251946782356,-6.059251946782356,-6.059251946782356,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.94077800311735,43.940778591020454,43.940778591020454	0.9962825977292168	43.940778591020454	0	true	27
29	14	13	17	9180	11934	95472	0	0	42.51973075254112	42.51973075254112	42.51973075254112	42.51973075254112	-83.31346784532136,-83.31346784532136,-83.31314132241863,-77.9133465232588,-76.60718804242752,-76.60718804242752,-72.4416475838545,-67.21437598854051,37.34084440993996,40.79643685722188,40.79643685722188,40.79643685722188,40.79643685722188,40.79643685722188,40.24231543558867,42.51973075254112,42.51973075254112	0.9962914805418883	42.51973075254112	0	true	21
30	14	13	27	14580	18954	151632	0	0	38.60065152121888	38.60065152121888	38.60065152121888	38.60065152121888	-75.0277866391606,-65.24013276955438,-65.24013276955438,-15.239831964780613,-16.084835655397292,-14.525051847862848,-12.036374538652918,-12.036374538652918,-11.799405446846851,-11.799405446846851,-11.799405446846851,-11.799383821354116,-11.799383821354116,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,-11.399414090028262,38.60065152121888,38.60065152121888	0.9961225974367784	38.60065152121888	0	true	27
31	14	12	28	15120	19656	157248	0	0	36.30905425275284	36.30905425275284	36.30905425275284	36.30905425275284	-Infinity,-Infinity,-Infinity,-Infinity,33.107613361627415,34.657215894992,34.657215894992,34.657215894992,34.657215894992,34.657215894992,34.657215894992,35.056338048111826,36.090927627618996,36.090927627618996,36.09092763799235,36.09092763799235,36.259615489921636,36.259615489921636,36.259616321548826,36.259616321548826,36.259616321548826,36.25961639736359,36.25961639736359,36.25961639736359,36.259652548502835,36.259652548502835,36.30905425275284,36.30905425275284	0.9959502050723418	36.30905425275284	0	true	27
32	14	13	17	9180	11934	95472	0	0	38.57819648417374	38.57819648417374	38.57819648417374	38.57819648417374	-41.81745682296645,-30.043576995607815,-24.71268818427626,-24.7126759867037,-20.730410850729008,-17.24878265482618,-17.24878265482618,-17.248777403729328,32.751242295489604,32.751250160109834,32.751250160109834,35.6389110882086,35.6389110882086,35.6389110882086,37.761508654632756,38.57819648417374,38.57819648417374	0.9959413222596706	38.57819648417374	1	true	21
33	15	14	51	27540	35802	286416	0	0	41.90087769993916	41.90087769993916	41.90087769993916	41.90087769993916	-38.37577277482771,-38.37567401802929,-38.37567401802929,-32.9950271559248,21.888214484704193,21.888454568117382,26.25923299043111,26.25923299043111,34.01291614199948,36.82090852730511,36.82090852730511,36.82090852730511,36.82090852730511,36.82096033447763,38.99016663605518,39.87580877335803,41.53080348114734,41.53080348114734,41.53080348114734,41.53084477672679,41.53084477672679,41.53084477672679,41.53084477672679,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.530847228423,41.90087769993916,41.90087769993916	0.995680357652013	41.90087769993916	0	true	41
