# solver: Greedy
# max_time: 100
# main_solver: BinaryMaxSum
# random.seed: 1
# run: 51f1346b-4442-4a8d-a491-96c820bb290f
# experiment.start_time: 23
# experiment.end_time: 300
# kernel.agents.ignoreuntil: 3
# agent.only_assigned: true
# util.class: RSLBench.Helpers.Utility.ThirdUtilityFunction
# util.fire_brigade_area: 200
# util.trade_off: 10
# util.hysteresis: 1
# map.name: paris
# map.scenario: example-nopolice-analisi2.xml
# agent.search.class: RSLBench.Search.BreadthFirstSearch
# problem.prune: no
# problem.max_neighbors: 4
# agent.interteam: true
# util.blockade.fire_penalty: 100
# util.blockade.police_penalty: 50
# util.police.eta: 0.001
# dcop.iterations: 100
# dcop.anytime: yes
# dcop.greedy_correction: no
time	nOnceBurned	nBurning	iterations	NCCCs	MessageNum	MessageBytes	OtherNum	OtherBytes	final	best	final_greedy	best_greedy	utilities	score	utility	violations	solvable	cpu_time
24	4	4	1	0	0	0	0	0	-36.4968417345886	-36.4968417345886	21.95422442167686	21.95422442167686	-36.4968417345886	0.9983840226347228	-36.4968417345886	20	false	2
25	4	4	1	0	0	0	0	0	-35.20076832472404	-35.20076832472404	23.533480485822235	23.533480485822235	-35.20076832472404	0.9983840226347228	-35.20076832472404	20	false	2
26	4	4	1	0	0	0	0	0	-33.922696828181216	-33.922696828181216	25.174285436143943	25.174285436143943	-33.922696828181216	0.9983840226347228	-33.922696828181216	20	false	1
27	5	5	1	0	0	0	0	0	-37.15532835801806	-37.15532835801806	27.050589680113465	27.050589680113465	-37.15532835801806	0.9980807641412184	-37.15532835801806	19	false	1
28	5	5	1	0	0	0	0	0	-21.44138561876136	-21.44138561876136	40.96937201061914	40.96937201061914	-21.44138561876136	0.997861216104576	-21.44138561876136	18	false	1
29	5	5	1	0	0	0	0	0	-3.30528055799409	-3.30528055799409	40.51760406447045	40.51760406447045	-3.30528055799409	0.997861216104576	-3.30528055799409	15	false	1
30	5	5	1	0	0	0	0	0	9.968312244770443	9.968312244770443	42.121010398846636	42.121010398846636	9.968312244770443	0.997861216104576	9.968312244770443	14	false	1
31	5	5	1	0	0	0	0	0	-6.5136345986855115	-6.5136345986855115	33.57358380754421	33.57358380754421	-6.5136345986855115	0.9975017363522711	-6.5136345986855115	16	false	1
32	5	5	1	0	0	0	0	0	-29.32493088421901	-29.32493088421901	30.53492125947261	30.53492125947261	-29.32493088421901	0.9973147586287571	-29.32493088421901	18	false	1
33	5	5	1	0	0	0	0	0	-28.713167053544947	-28.713167053544947	30.81961491447077	30.81961491447077	-28.713167053544947	0.9973147586287571	-28.713167053544947	18	false	1
34	5	5	1	0	0	0	0	0	-17.32868415885416	-17.32868415885416	31.207211321724074	31.207211321724074	-17.32868415885416	0.9973147586287571	-17.32868415885416	18	false	1
35	5	5	1	0	0	0	0	0	-23.09594074526543	-23.09594074526543	32.02420960840258	32.02420960840258	-23.09594074526543	0.9973147586287571	-23.09594074526543	18	false	1
36	6	5	1	0	0	0	0	0	-76.14449612186556	-76.14449612186556	15.663529570799309	15.663529570799309	-76.14449612186556	0.9973328898019462	-76.14449612186556	22	false	1
37	6	5	1	0	0	0	0	0	-34.080185080227665	-34.080185080227665	1.2583957277954578	1.2583957277954578	-34.080185080227665	0.9967961924536303	-34.080185080227665	18	false	1
38	6	5	1	0	0	0	0	0	-75.75922415977071	-75.75922415977071	23.61194512704942	23.61194512704942	-75.75922415977071	0.9967961924536303	-75.75922415977071	22	false	1
39	6	4	1	0	0	0	0	0	-44.85858945181843	-44.85858945181843	5.5096370237647765	5.5096370237647765	-44.85858945181843	0.9968764667607344	-44.85858945181843	18	false	5
40	6	6	1	0	0	0	0	0	-64.7186286709179	-64.7186286709179	-12.254487696490191	-12.254487696490191	-64.7186286709179	0.9964202630482303	-64.7186286709179	21	false	1
41	6	5	1	0	0	0	0	0	-74.4870635426396	-74.4870635426396	21.091898045153552	21.091898045153552	-74.4870635426396	0.9964367127013254	-74.4870635426396	22	false	1
42	6	4	1	0	0	0	0	0	-64.39995099265909	-64.39995099265909	-2.1066425457152196	-2.1066425457152196	-64.39995099265909	0.9965169870084297	-64.39995099265909	21	false	1
43	7	5	1	0	0	0	0	0	-64.32758419987663	-64.32758419987663	-19.50099337753514	-19.50099337753514	-64.32758419987663	0.9962552913050788	-64.32758419987663	21	false	1
44	7	5	1	0	0	0	0	0	-109.52634192335594	-109.52634192335594	-21.826968767056403	-21.826968767056403	-109.52634192335594	0.9960416651435507	-109.52634192335594	23	false	1
45	7	5	1	0	0	0	0	0	-109.5116690483733	-109.5116690483733	-18.058220870805826	-18.058220870805826	-109.5116690483733	0.9961054897975595	-109.5116690483733	23	false	0
